index,A,B,C,V
923,99.14335049564808,99.97791835515498,-29.218304948773856,0
924,99.04160797571475,99.92709271099234,-29.238190761307767,0
925,99.0651692121141,99.77362117417705,-29.334544176318296,0
926,99.08251342502965,99.70025606072917,-29.486508083258563,0
927,99.07338667482227,99.77138768562547,-29.32186696168929,0
928,98.9709116833635,100.00826991096257,-29.342114317724203,0
929,99.09722707867279,99.88080896726399,-29.466113324110438,0
930,-1275.2682138374485,-1072.3956425858282,-673.1102176696658,1
931,99.08470886367928,99.87044892558399,-29.3130784711732,0
932,99.14870453550529,99.87841305454347,-29.331354630793694,0
933,98.79884034739649,99.90684013880022,-29.352525800727225,0
934,98.94468033330733,100.00525320679318,-29.341817559995196,0
935,98.93648442028626,99.83516518202018,-29.31587472068312,0
936,99.0693842180892,99.89381882492648,-29.335301492383135,0
937,99.23906064495363,99.93615708333286,-29.529419087680342,0
938,98.99193095341137,99.86077159415653,-29.22027415300921,0
939,99.0066840344721,99.90589400234681,-29.221996932259607,0
940,99.01290231282171,99.99894459159219,-29.2261221678619,0
941,99.08487412924589,99.81503464634763,-29.440641291077227,0
942,99.099553832454,99.91815595971745,-29.29063782681902,0
943,99.25072697937694,99.84053549431012,-29.320018259705137,0
944,99.04195833184808,99.9083207296728,-29.346428388250885,0
945,-1276.3122393226922,-1072.9535798712666,-675.061306277999,1
946,99.11346905060624,99.92880759857653,-29.279984307497678,0
947,99.06936012589416,99.86883067531897,-29.42356288056567,0
948,98.97085636381165,99.75239648984258,-29.288903445278397,0
949,98.94535895371068,99.98776998817067,-29.319988675773917,0
950,99.03004572578716,99.80456868586698,-29.423011784420396,0
951,99.03774716763694,99.87990965235387,-29.337141350709828,0
952,99.04305611299104,99.89954211040177,-29.261871624744956,0
953,98.91762112196098,99.76862425250987,-29.212857039130423,0
954,99.18445714002061,99.7007782434654,-29.214922417914266,0
955,98.95849194527602,99.88064623158935,-29.242324701707048,0
956,99.11903247250879,100.00290104040046,-29.47051715735687,0
957,99.0624929901657,100.03379121658853,-29.516753328943473,0
958,99.0655913910778,99.89629293992544,-29.28157360483838,0
959,98.94304144183396,99.87869979576519,-29.198193199018608,0
960,99.08587869572301,99.8875081650193,-29.361109356003947,0
961,99.18421807085937,99.92432366983263,-29.32920862532112,0
962,98.95299428876987,99.9226919764268,-29.35143308819527,0
963,98.88460534825269,99.87736087156345,-29.361087485342047,0
964,98.94958086267923,99.832308385621,-29.37758483880719,0
965,98.95102646436426,100.05263243193039,-29.362503109354606,0
966,98.93842983488818,100.04107481301033,-29.156676329346134,0
967,99.01894068706851,99.90601764685428,-29.40525838701915,0
968,99.05447572416841,99.86259043326801,-29.323812009748355,0
969,98.98778885227266,100.10698532824881,-29.383004714247402,0
970,99.09562747017422,99.86876255828334,-29.23779831565133,0
971,98.9716360356051,99.80003407602581,-29.40272362141203,0
972,98.95083158324977,99.85443010433661,-29.19271458248193,0
973,99.09189903446774,99.95527259780846,-29.457906602800144,0
974,99.18693908728231,99.987955506298,-29.503423268182303,0
975,98.92816698686042,99.9082827158796,-29.57118903974603,0
976,98.92792042302372,99.83041738697513,-29.217572082765727,0
977,98.94840448877433,99.95984224222217,-29.48442675497157,0
978,98.85794824997018,99.98938874031329,-29.389136800038322,0
979,98.98988824797327,99.98195079419095,-29.286402681763875,0
980,98.79436606616375,99.887132445251,-29.333688071707954,0
981,98.89660356250073,99.94655760046327,-29.33901790417819,0
982,-1276.7342437629834,-1071.5396834338142,-673.5547695411858,1
983,98.99890560911584,99.79220734797971,-29.465600573606423,0
984,98.96009653442218,99.85105433457184,-29.323398902864387,0
985,-478.4216017629684,274.19404119156206,466.3263428125223,1
986,98.98884713602932,99.88508321724002,-29.22826023493804,0
987,98.88250022886751,99.95265582911603,-29.320262305328583,0
988,98.97280787338511,99.95168354421781,-29.33389560505041,0
989,98.91001737521087,99.95027882433374,-29.39910621446518,0
990,98.89357897106582,99.82883439206918,-29.189473336616114,0
991,-478.55788073970655,274.1471404611041,467.3328889230555,1
992,-1273.277881784596,-1072.3483124378022,-673.398572866841,1
993,99.08820165023917,99.7948077848573,-29.299344100925275,0
994,98.8418013329967,99.84964240109358,-29.19013192212598,0
995,98.94947118252684,100.03225239331658,-29.423111355953043,0
996,98.85226026275855,99.87545413428367,-29.284131691676798,0
997,98.93408156364018,99.9609160868903,-29.547015628532332,0
998,99.14325333204305,100.01283992514553,-29.36996910469248,0
999,-1273.991807779063,-1070.6373619235985,-675.3810800756488,1
1000,-1275.5039294679598,-1069.8727419034917,-675.4893317319004,1
1001,99.20117399888225,99.93775842817284,-29.42305234118171,0
1002,98.96624561867043,99.9900209091139,-29.353573240038003,0
1003,98.8472577747585,100.01869844780435,-29.63696316229098,0
1004,99.11234696973017,99.76358000284871,-29.33091551859194,0
1005,99.12931823669018,99.96891496181725,-29.30072040306879,0
1006,99.04067008955866,99.8790254332716,-29.256778655928617,0
1007,99.1079608768241,100.02340641164082,-29.542031688132703,0
1008,99.08048684155666,99.95390754360179,-29.15516796143368,0
1009,98.83004727985218,99.86036276615923,-29.35390948822802,0
1010,98.97948529531236,100.04973901176578,-29.238803672934196,0
1011,99.0012473754085,99.88323691598438,-29.22347183363012,0
1012,98.9133838183088,99.81946355762179,-29.18403625391044,0
1013,-1277.432448892947,-1073.3929592949623,-673.9181010052972,1
1014,99.12770914578056,99.82249125657853,-29.15972720642317,0
1015,98.98446660234525,100.00112730764373,-29.298559626668595,0
1016,-1277.013153670467,-1071.241681400891,-675.5652532427978,1
1017,98.99673145229531,99.85329034644478,-29.241603563251637,0
1018,98.85521650370512,99.91097227580087,-29.381140517584015,0
1019,98.89805238053351,99.7882333394682,-29.401231154761064,0
1020,98.9876341428915,99.92678589703577,-29.405992688593106,0
1021,99.01684321513862,99.9239138812392,-29.333689823111467,0
1022,98.85331455867352,99.95931260911472,-29.37548008387258,0
1023,99.26607994693062,99.76440791445462,-29.274879309874073,0
1024,99.00299287652228,100.03331532083817,-29.431139026571483,0
1025,98.91771880773314,99.81998048592651,-29.511958504213105,0
1026,99.01430040001016,99.80460323353668,-29.388263862835345,0
1027,98.97989128800877,99.91543038774724,-29.351336121397196,0
1028,99.01882403255587,99.75246849291692,-29.33006031143945,0
1029,99.05213181551963,100.04428205034874,-29.503678962115455,0
1030,98.70041690822225,99.93502369348793,-29.301005115098246,0
1031,99.09843039416681,99.80943047440569,-29.285604129878642,0
1032,98.98190325774742,99.90508346836181,-29.32690729603491,0
1033,98.95236923106928,99.89260364131715,-29.26378641206833,0
1034,99.01651260893553,99.9105115640798,-29.277236499781797,0
1035,99.05710554217464,99.88049234791465,-29.262010540192566,0
1036,99.09471868230608,99.99692363702891,-29.432361331892004,0
1037,98.85879937842203,99.94561214385573,-29.25022900518081,0
1038,99.04616838552235,99.91296454350892,-29.233823583390183,0
1039,99.05771787249239,99.817989563915,-29.281123483582277,0
1040,98.99753409446376,99.83717779989284,-29.410856931012134,0
1041,98.97722793334684,99.9927127812298,-29.45864078145942,0
1042,99.1230326547872,99.99021074424212,-29.49278057757844,0
1043,99.07726410038072,99.91564281399683,-29.156857954029824,0
1044,99.06409738780805,100.03255923715639,-29.302738267930966,0
1045,98.85287816800944,99.85358573928018,-29.409977613835217,0
1046,-478.5723534111941,274.22587070096404,466.95726100034926,1
1047,-478.60000567487816,273.8069102264172,466.4110778660391,1
1048,98.87677865843645,100.07827255978287,-29.291306150349868,0
1049,99.11191692008755,99.90748277686502,-29.157540205352856,0
1050,98.88968298969762,99.9633811531731,-29.372983238456847,0
1051,99.00384462837347,99.9482440370781,-29.30202260979969,0
1052,99.10664653251128,99.91309657663273,-29.401606806128072,0
1053,98.78938347845293,99.91623554259178,-29.281736523692707,0
1054,98.87004052360594,100.05849976665166,-29.351185749715405,0
1055,98.90332718159647,99.65293763153684,-29.280468855935627,0
1056,99.07818114352585,99.79445092917108,-29.344788818764325,0
1057,-1276.4596241651968,-1073.694197408609,-675.8544981018357,1
1058,98.96618186728548,99.83762521922797,-29.267255179683954,0
1059,98.97937349926002,99.84493235719927,-29.35103335454914,0
1060,-479.35831305511215,274.1165753704186,466.8759760091722,1
1061,98.8712913327713,99.84291677002768,-29.385963679578378,0
1062,98.99278047406303,100.03602268538464,-29.403530933222005,0
1063,-1272.9753592377444,-1070.9968368717969,-673.616961917899,1
1064,98.89649805907709,99.72567119561127,-29.324026794176696,0
1065,-1274.7080657642705,-1071.8519912686957,-671.8075053265485,1
1066,98.8857448635927,99.87902684823038,-29.41609542986169,0
1067,98.86723094600546,99.86124587585861,-29.300665390790716,0
1068,98.97633211063209,100.03881929489307,-29.390074654260655,0
1069,99.02333428132891,99.78312358861726,-29.263685243239586,0
1070,99.05296366396068,99.86313519385939,-29.171442087430254,0
1071,98.89755762677859,99.83050143683883,-29.550023400933828,0
1072,-479.7156702535089,274.31979824119526,465.95074282309855,1
1073,-478.9437497959792,273.89651626453656,466.4017652921789,1
1074,98.80667777724987,99.95660745218014,-29.374161758353182,0
1075,98.96944941928524,99.99978163640118,-29.138952907217625,0
1076,98.97080603116643,99.86164661069824,-29.246581296451502,0
1077,99.16415975177776,99.86858066267384,-29.405417723689013,0
1078,-478.1520626129188,274.38517551421415,466.25201759909606,1
1079,98.84893513005682,99.99403950405589,-29.2582570270844,0
1080,99.26357901910728,99.78682986875684,-29.40953543936052,0
1081,98.8828686990229,99.72587863711433,-29.282325465676664,0
1082,99.0209858659238,99.84755989728626,-29.27348440046176,0
1083,98.75919094898417,99.91703902653025,-29.26929113298645,0
1084,98.91412912783939,100.01050547432887,-29.270153866806837,0
1085,98.91301792128867,99.9241151814106,-29.540530550931862,0
1086,99.02772690405786,100.03972712038663,-29.352118610134404,0
1087,98.98274712114556,100.00184330982333,-28.969417947556448,0
1088,-478.7775838448035,274.40724243872694,466.86601201860174,1
1089,98.9031503275504,100.03903363501037,-29.174986646130826,0
1090,99.0500515271819,99.91601165780581,-29.323279076382363,0
1091,99.09014119213575,99.85054937653847,-29.260826406580325,0
1092,99.16867685908453,100.00896006043894,-29.35321003704528,0
1093,98.99167834207124,99.87919279377327,-29.372512133167454,0
1094,99.02199892037477,99.80185925397751,-29.4284466668395,0
1095,99.0071695311683,100.002033478909,-29.26313666644819,0
1096,99.18763118931241,99.71760781842698,-29.264808151280164,0
1097,99.0537809039886,99.83156905402888,-29.48788861835396,0
1098,99.07596179285443,99.87375956573717,-29.240678810929186,0
1099,99.09513141876687,99.87457475910826,-29.282610279230518,0
1100,-1273.8854115940928,-1071.9460450454667,-673.9235115800243,1
1101,98.89129992354643,100.02569521994737,-29.338926138709855,0
1102,98.95649724779757,99.85521293968964,-29.255444012348512,0
1103,98.93411380956192,100.05306834151726,-29.580032319384298,0
1104,99.03191716023724,99.97642776050245,-29.35675746131613,0
1105,98.8674583027879,99.94765005724453,-29.396083116602107,0
1106,99.04567425266102,100.07354820806177,-29.453479361674724,0
1107,99.05410948261765,100.04488226729232,-29.293883275033647,0
1108,98.996858818025,100.26641623986829,-29.154991259542992,0
1109,98.82433454292821,99.74266090489597,-29.38716797279195,0
1110,99.04667429168342,100.02744614990512,-29.103692614311683,0
1111,98.80461662332225,99.72496731856549,-29.166341788910003,0
1112,99.04185484938026,100.0919153046573,-29.39201293518639,0
1113,-1277.2196377846528,-1070.2957611493443,-675.9437664459352,1
1114,98.9157686595018,99.77521688150814,-29.35708750154039,0
1115,99.13667717322559,99.83781261266309,-29.2777704575696,0
1116,99.0331588179845,99.87342831497283,-29.311116725446816,0
1117,-1275.6878897430956,-1072.1447667038683,-673.2095711095001,1
1118,99.05352627978812,99.96031184260463,-29.5256442809016,0
1119,98.95131501377593,99.70442669645844,-29.31152453212163,0
1120,-1275.358339405279,-1070.1986052324403,-673.2520202153486,1
1121,98.9471301995276,100.08438313751726,-29.576299851646226,0
1122,99.24513324652536,99.81246590682767,-29.30348411997046,0
1123,99.11459136743885,100.02795758295385,-29.439858252993908,0
1124,98.94143024651804,99.79361424068891,-29.362076105236504,0
1125,-478.97594869140835,274.36990603999686,466.70639285729374,1
1126,98.93484200108735,99.77524826265999,-29.16703613713736,0
1127,98.95768126659021,100.01796950344225,-29.382717623296802,0
1128,98.96674299691648,99.93619153022334,-29.450292762502038,0
1129,99.03905725165296,99.86016707561119,-29.16274391212775,0
1130,-478.9235529225997,273.76383076980494,467.0620482053698,1
1131,98.97973319575536,99.94895965087599,-29.345335556944487,0
1132,98.88831554508083,99.80964482053422,-29.208971532697,0
1133,98.81772397141292,99.82021983854611,-29.282599779511038,0
1134,99.01550279910913,100.0139045702732,-29.25933565964673,0
1135,99.11441459607994,99.83258156068287,-29.532840984220194,0
1136,99.01641584818742,99.88031724940565,-29.213627076783737,0
1137,99.01141016847576,99.88207571639074,-29.336858486985225,0
1138,99.02168519908375,99.63690333950304,-29.203307217165158,0
1139,98.88793638973043,100.0085964982624,-29.390182275931192,0
1140,98.9908336615432,99.9751753098339,-29.36373115073996,0
1141,-1280.449798757352,-1073.4060409309934,-675.2961643381443,1
1142,99.11591807972226,99.81598312000041,-29.252357590595675,0
1143,98.82461595002061,99.87689384398293,-29.24994368649392,0
1144,98.84953777063193,99.96287968372448,-29.32142596221831,0
1145,98.89905184625853,99.73823758996838,-29.378520503218596,0
1146,99.029761004082,99.94616570989167,-29.288810602281163,0
1147,98.90829594764679,100.07456917955422,-29.15616182278405,0
1148,98.97338447927164,99.93869895451239,-29.41992863148344,0
1149,98.91710743439165,99.93506887001047,-29.18194641329638,0
1150,99.0107961067735,99.9377774625327,-29.243831176941427,0
1151,-479.0329770622729,274.0421932661854,466.6178571220298,1
1152,98.85621905363872,99.93352973819697,-29.53988907794991,0
1153,99.06914972989665,99.96030200622539,-29.34085156672416,0
1154,98.9508199306411,99.96250913554174,-29.31000993204054,0
1155,98.9111035682759,99.88644873852537,-29.4444455617004,0
1156,-1277.4656509566012,-1069.0607237266197,-674.871472046399,1
1157,99.25936787544617,100.00532615837393,-29.44575725972291,0
1158,98.94820407070864,99.83391844105229,-29.306576092086217,0
1159,-1273.4398798775628,-1074.233295419291,-675.6065946991062,1
1160,98.83194945564563,100.04950731336909,-29.38866583933415,0
1161,98.97106575223395,99.81144350652093,-29.267732692271778,0
1162,-479.05455433677037,274.3030838603512,466.55803689485015,1
1163,-1275.8472418279043,-1071.823140433283,-673.9427353066055,1
1164,98.98641073585999,99.86989864378643,-29.31745554678074,0
1165,98.92386436982554,100.03554697691854,-29.385410312527643,0
1166,99.09566328485134,100.04245905584871,-29.324676968881967,0
1167,99.06705912089447,99.8368879585511,-29.328794604527793,0
1168,98.86713599406012,99.97690594166356,-29.25834532115215,0
1169,98.91822250541097,99.91633148520849,-29.461356322874153,0
1170,98.95367503683619,99.93650701538695,-29.30775051463562,0
1171,99.08644424731139,99.99539179717263,-29.398241943944218,0
1172,98.98963816939998,99.86402205733665,-29.277324234112093,0
1173,99.02388367059883,99.95340722517793,-29.43113429247164,0
1174,98.87686028346776,99.80359646104009,-29.515645851847506,0
1175,98.97486410366601,99.99413981999476,-29.432201532102315,0
1176,98.92042757098625,99.70347612806005,-29.313380746245493,0
1177,98.83725245606698,99.73547614951868,-29.07530378699016,0
1178,99.13307095748597,100.00548538623288,-29.22497842579782,0
1179,98.90000912343292,99.90958037543636,-29.491752871909323,0
1180,99.30003744126448,99.97985329285291,-29.435129437956203,0
1181,99.03135280677823,100.07054083362924,-29.305781762658945,0
1182,99.06672017001154,99.88083199823895,-29.260950676969014,0
1183,99.03464246073773,99.81395001011933,-29.296594828824027,0
1184,99.1012467946243,99.8337563252258,-29.20929649490455,0
1185,99.17471753149349,99.91862602804152,-29.42234966894201,0
1186,99.06135072270791,99.8947685079116,-29.350447630381282,0
1187,-1278.3118130042362,-1073.0712770675461,-675.5285914520227,1
1188,99.05201532527059,100.01032151859143,-29.30454144251408,0
1189,98.9904647346582,99.74820158446445,-29.28689678646097,0
1190,99.03006875004533,99.78943453555073,-29.244824452869505,0
1191,98.79301721158161,100.00668585104772,-29.306572971479472,0
1192,98.93192461563203,99.97207429681211,-29.328536267070284,0
1193,-1274.939293753295,-1071.5847018236334,-675.5759254476392,1
1194,98.91715139900163,99.80132817245094,-29.37426195498204,0
1195,98.92457462819226,99.80524486146534,-29.3142104159909,0
1196,98.94178212054464,99.90001831375452,-29.224563998440118,0
1197,98.9207929890959,99.89299127005282,-29.318630460055427,0
1198,-1276.8744678758667,-1071.6310784849286,-674.3951661705036,1
1199,-1274.0909600696198,-1073.5541141656881,-674.3458993529239,1
1200,98.9543813274614,100.0280578178548,-29.03767489716491,0
1201,98.98986578176104,99.81196267641613,-29.25096058768844,0
1202,99.0259488887972,100.0710607209782,-29.54522261690087,0
1203,98.99968542991704,100.00445338124958,-29.332163376747058,0
1204,99.00136417875035,99.95037605241049,-29.420420603952152,0
1205,98.99269857796868,99.96323124531722,-29.315159032121493,0
1206,98.94488279497486,100.01047252358627,-29.628013847873557,0
1207,98.96034915260412,99.89848330062969,-29.41059038132485,0
1208,99.16894482708001,100.1082376516403,-29.214379055452163,0
1209,99.15475521088416,99.67674799601762,-29.284655957605878,0
1210,99.0288037371998,99.7870243378338,-29.393565411934098,0
1211,99.03527927520037,100.03192753586949,-29.558601174432663,0
1212,-479.03919408961315,273.1773958350886,466.1438930774276,1
1213,98.93876822495436,99.84294647638525,-29.28943181322272,0
1214,99.00309529112991,99.97714274164208,-29.277422438512566,0
1215,-478.75606621455796,273.78040729679145,466.6711083665318,1
1216,98.98234207248636,99.93271749842587,-29.50859215501377,0
1217,98.84470336299987,99.75750028869096,-29.451337697069828,0
1218,99.04136881881755,99.96943248326252,-29.342677259660004,0
1219,98.89880755161253,99.97301364232027,-29.22757086491716,0
1220,-1274.8059745944681,-1073.6549610546208,-673.279871459195,1
1221,99.07833200857878,99.9674260638467,-29.328043332259856,0
1222,98.91971982665464,99.81441511653115,-29.172322017896157,0
1223,98.95153036613831,99.87025602606555,-29.394957404071988,0
1224,99.06266387766505,99.92715803230386,-29.27028120493994,0
1225,98.92461820761979,99.93847335274043,-29.20222919289049,0
1226,98.96066276046194,99.73221712927007,-29.289137268965924,0
1227,98.98833296991924,99.94802883572291,-29.19387033559966,0
1228,99.00216043254437,100.04833300234091,-29.39275553534879,0
1229,99.04599419832482,99.71208344565353,-29.20788510449189,0
1230,-478.2248650882834,273.58769902710145,466.6417606220179,1
1231,-1279.748413873161,-1069.150277911961,-674.5425353934054,1
1232,99.06696946565616,99.91714784816857,-29.32629424167108,0
1233,99.00218720173092,99.66706244809424,-29.36123085781361,0
1234,98.88593099094359,99.89830148676496,-29.36920985511785,0
1235,-1273.6072082267256,-1073.7200313133105,-675.5158643071832,1
1236,98.97648565454152,99.83328593365344,-29.225630785669633,0
1237,98.9640305033555,99.98452822677012,-29.35179822753337,0
1238,99.03523073147393,99.79385902631387,-29.5146614838816,0
1239,98.84006725157816,99.95517223686352,-29.332501971300072,0
1240,98.96763863474206,100.00951409363196,-29.380421918648796,0
1241,98.90909917845786,99.79104085580043,-29.264071571022907,0
1242,98.97986536762951,100.03323782523445,-29.257770833627298,0
1243,99.00777358130257,100.0363745192868,-29.315066488720717,0
1244,99.1454691371287,99.86442253595212,-29.1676421707851,0
1245,99.07224812402279,99.7669342304086,-29.36612858906119,0
1246,98.95457278984921,99.78871463793696,-29.33078949192765,0
1247,99.03111341946179,100.02971317021574,-29.250446119469938,0
1248,99.05235730827029,99.7690025141662,-29.16367332393138,0
1249,99.09111434681701,99.91069307756305,-29.32508319800816,0
1250,98.9945148077282,99.96079630349367,-29.393987793385453,0
1251,98.96473151742526,99.8157560026231,-29.344457243853054,0
1252,-1275.447510199913,-1071.3634636372576,-674.2687621462401,1
1253,99.11567967483172,99.90576518591631,-29.282607384372042,0
1254,99.22683667591228,99.97012345773626,-29.411832967289598,0
1255,99.08098776882134,99.91799546104977,-29.354115926995583,0
1256,98.93568906729367,99.85208339493414,-29.5526578468593,0
1257,98.8249455397235,100.02163745354333,-29.512164488511207,0
1258,98.96045691549601,99.96870682446568,-29.305930714224893,0
1259,99.0486291840016,99.74456689777523,-29.25687948200623,0
1260,98.85434995132943,99.98341067473527,-29.276162633021034,0
1261,98.89906329115978,99.71994604313628,-29.292617120867934,0
1262,98.89542401643266,99.90707809337077,-29.321512826121744,0
1263,-1275.874388372794,-1069.7435965863995,-673.8158911098855,1
1264,98.93053233565595,99.91312205991002,-29.37953656612392,0
1265,99.08595068441916,99.88198794587127,-29.120575997244238,0
1266,-1275.527415966975,-1073.0359152157953,-675.9077787352726,1
1267,99.08449071119117,99.89588444605867,-29.512361408429715,0
1268,98.99765583284936,99.76594835030647,-29.353718826985926,0
1269,99.01353139455688,99.88462037546914,-29.278486921857798,0
1270,99.062772463047,99.86762208382962,-29.050865473241917,0
1271,-1273.9959884487469,-1068.1640202408453,-671.4776108973709,1
1272,-1274.5109366463296,-1073.875592877029,-673.8601051058088,1
1273,-1273.7891002502677,-1069.03280240557,-674.0400697265994,1
1274,-1273.8997378913036,-1070.650655143459,-677.4250865498752,1
1275,98.9249255686595,99.99173968875355,-29.34367900164872,0
1276,98.86062379192632,99.91968027361315,-29.349141276544227,0
1277,98.84197347964925,99.80008504095149,-29.386686064483623,0
1278,98.9740660393373,99.92275123779781,-29.177548763502866,0
1279,98.98033245272923,99.87193158972472,-29.316761360419843,0
1280,99.0817835786793,99.83107547241353,-29.356895784723637,0
1281,98.943859313765,99.83344069529271,-29.531656171125725,0
1282,99.03962969155128,100.03385370488098,-29.28889316821895,0
1283,98.71082255543581,99.82547153383118,-29.18363545408055,0
1284,99.00176801647494,99.91923246498875,-29.37741473149824,0
1285,98.86182449870176,99.86792101176866,-29.191423565668547,0
1286,98.95159516666986,99.9518381369059,-29.299090482301814,0
1287,98.85152158507667,100.04535673783658,-29.502262299463464,0
1288,98.89460037788297,99.9333044566256,-29.24024630263871,0
1289,98.98799310338451,99.85039042458904,-29.384910384084915,0
1290,99.02215911629399,99.91715099166261,-29.304075790748136,0
1291,98.9836793066499,99.86534754491807,-29.42971594824956,0
1292,99.0359965454637,99.877948416026,-29.234827552389305,0
1293,-1274.7935413046253,-1070.3977382279168,-676.4832219986216,1
1294,98.94726145960745,99.93200278655107,-29.151652567638898,0
1295,99.05096626174972,99.8111862765978,-29.20003356163067,0
1296,-1277.9440220083777,-1071.3086624149332,-672.7356217799223,1
1297,98.96782354854514,99.8297953031488,-29.51477065553324,0
1298,99.18524646449032,99.93776568380437,-29.204582318750347,0
1299,98.97287389032404,100.14112566232126,-29.22051761744152,0
1300,98.99627605172016,99.86262832633787,-29.303432730040267,0
1301,98.92040541862869,99.91921112630469,-29.43617418084274,0
1302,98.9305175536351,99.91632527563819,-29.137858120037702,0
1303,99.03378102714883,99.85097758967252,-29.36175292305,0
1304,99.20171447918803,100.03816964121768,-29.361591951984202,0
1305,99.20982800237945,100.07049481331211,-29.36287582641733,0
1306,98.96062732694197,99.90644063090818,-29.548528691368865,0
1307,98.86156728928798,99.93422734711514,-29.42705196230116,0
1308,99.12439251291585,99.87144996294948,-29.243675735396806,0
1309,98.93292562195883,99.7917103371217,-29.375410866528085,0
1310,-1276.0184149064107,-1071.6395566159304,-673.324927939695,1
1311,98.97077607906192,100.00790386700447,-29.29312654967525,0
1312,99.08045654347153,99.8841135653103,-29.2480370791569,0
1313,98.8116848853013,99.82958029520012,-29.318571492732655,0
1314,99.1167913168867,99.80407600920284,-29.388262972312788,0
1315,98.92142663141006,99.92353945089512,-29.39602719462608,0
1316,98.97806893026964,99.74126356656548,-29.49120710218176,0
1317,99.0621042958341,100.04005312903193,-29.289598820933563,0
1318,98.94844094850278,99.86353076442273,-29.100512147310184,0
1319,99.14164781454564,99.86435822173515,-29.23548679405485,0
1320,-1274.3599233702728,-1071.943482563859,-674.6493970364477,1
1321,99.04262613479489,99.98555635092663,-29.13122886705073,0
1322,99.00001964886417,99.83532842006535,-29.4802134732617,0
1323,99.01114453318331,100.00891513987084,-29.34402620724218,0
1324,-1275.1172378996193,-1071.1732320376568,-672.9023677043655,1
1325,98.92420853494893,100.09715554881801,-29.323915651073065,0
1326,98.89294009532814,100.00578859465386,-29.17478977009329,0
1327,98.91693768799288,99.87573325342238,-29.36343695737759,0
1328,98.8827907492095,99.83509081184565,-29.208222539921206,0
1329,98.90270411908142,99.82702132901188,-29.387414214554457,0
1330,99.05246379288019,99.97249879759579,-29.29758799509963,0
1331,98.97328238401698,99.9020131526637,-29.263376400445622,0
1332,98.86766005604643,99.67507545275426,-29.45514289063298,0
1333,98.84065256661336,99.70815649621221,-29.095542687529445,0
1334,98.98205230678028,100.13716932243851,-29.237252732712648,0
1335,98.99215067844737,99.83148271148683,-29.4624753331143,0
1336,-1273.2280232749947,-1073.7534120003597,-676.4697872640043,1
1337,99.09893136397214,99.95516940440994,-29.338922411025546,0
1338,-478.364378415732,274.15852253247743,467.09562939764584,1
1339,99.16794510277907,99.84566687875889,-29.325540832993834,0
1340,99.07457280415213,99.78583878657714,-29.467023180506306,0
1341,98.9510217700347,99.72077463635554,-29.083285114151987,0
1342,98.77242551646084,100.01297431893094,-29.124076978922766,0
1343,98.83151067109988,100.12599298746227,-29.287112241916397,0
1344,98.89475526117089,99.88805501185253,-29.386413901503094,0
1345,98.96290085444251,99.93948268673101,-29.3057648961526,0
1346,-1275.727025771221,-1071.4487412364601,-673.3313768992588,1
1347,98.90716314040664,99.86895974930913,-29.402616031750696,0
1348,99.04095014911206,99.8300733751357,-29.38526185164177,0
1349,98.89184776617458,99.8663157671449,-29.319742160758032,0
1350,98.8754975759158,100.10701930823103,-29.293048401229537,0
1351,98.81981795050703,99.79444729729659,-29.137680356197272,0
1352,98.88757263214809,100.0195845267667,-29.38122611790088,0
1353,98.9022873151314,100.00815060379679,-29.258059716662746,0
1354,98.99083969051075,99.9972767932259,-29.239990932412177,0
1355,98.9141477751623,99.91983876079232,-29.511134583525667,0
1356,98.93869119490509,99.7824159624919,-29.333565141984355,0
1357,99.02716324843593,99.98618610156709,-29.28323613053011,0
1358,-479.07400973067166,274.6394460796281,466.5631741299528,1
1359,98.75524887598553,99.9786663714752,-29.48077605038152,0
1360,99.01205406876743,99.87330223788102,-29.270818458818436,0
1361,98.89685785635622,99.89312787915254,-29.30833595098428,0
1362,99.13513583733824,99.85084435337176,-29.446890557753054,0
1363,98.98190551296233,99.83342123490328,-29.118767559210934,0
1364,98.98069705825365,100.09030694571264,-29.4239691775196,0
1365,98.86987406411028,99.80327763020058,-29.38933506514287,0
1366,98.96431080951108,99.85497529811927,-29.42464699524425,0
1367,98.9848673185536,99.95215793993874,-29.473240108276425,0
1368,98.8451014195446,99.69234412886313,-29.249329751020607,0
1369,99.10174417127935,99.90587488341026,-29.288661460159936,0
1370,98.96092473453646,99.77360255556043,-29.223109879348026,0
1371,98.86211143342229,99.77848127392564,-29.28120176419494,0
1372,99.00907871757794,99.78985060870083,-29.310104153859296,0
1373,98.9453555348206,100.01574493175985,-29.44468426557793,0
1374,99.16852024035859,99.86166131936697,-29.445774423107288,0
1375,99.00288940298823,99.93715696387055,-29.251876635694334,0
1376,99.05169261122329,99.9877208511524,-29.44818861066832,0
1377,99.06022208806066,99.8755830865379,-29.47048062475483,0
1378,98.93845614762765,100.05228221405969,-29.236398640748813,0
1379,98.91391473985774,99.87684555603391,-29.210492648295943,0
1380,99.0461534214098,99.78540919610865,-29.279184634650477,0
1381,-1272.8201422579361,-1074.0119327925815,-673.3537486861496,1
1382,99.02698142955781,99.97816526466534,-29.333173927833197,0
1383,99.08052851296199,99.9665155740886,-29.412883072424613,0
1384,98.87539025465577,99.89561168569968,-29.370856354316857,0
1385,99.00032777321785,99.96719660757593,-29.241821788253553,0
1386,98.88790704218762,100.04081596658142,-29.363253972384864,0
